1_id,1_span,1_anno_default_ns:cat,1_meta_annis:doc,2_id,2_span,2_anno_default_ns:cat,Stellung,Ausgabereihenfolge,Eigenname,Fehltreffer,random,wordcount
32072379,vor ein Zeichen des Friedens,PP,Mercurius-1667,32072383,des Friedens,NP,post,1603,n,n,NA,2
32073114,die Staten des Landes,NP,Mercurius-1667,32073117,des Landes,NP,post,1604,n,n,NA,2
32073606,über sein langes außstehen so grosser Schmertzen,PP,Mercurius-1667,32073612,so grosser Schmertzen,NP,post,1605,n,n,NA,3
32074418,dem Rechte seiner Gemahlin über die Niederlande,NP,Mercurius-1667,32074421,seiner Gemahlin,NP,post,1606,n,n,NA,2
32074436,durch viel Authorität und Zustimmung der allerberühmtesten / so wol neuer / als alten Juristen,PP,Mercurius-1667,32074443,der allerberühmtesten / so wol neuer / als alten Juristen,NP,post,1607,n,n,NA,10
32074965,andere 100000. Güld. gangbarer Münze,NP,Mercurius-1667,32074969,gangbarer Münze,NP,post,1608,n,n,NA,2
32075083,nach Endigung des Reichstages,PP,Mercurius-1667,32075086,des Reichstages,NP,post,1609,n,n,NA,2
32075122,unter den Ständen dieses Reiches,PP,Mercurius-1667,32075126,dieses Reiches,NP,post,1610,n,n,NA,2
32075155,negst reassumirung aller der Königl. Antecessoren in hâc materiâ vollzogenen Constitution,PP,Mercurius-1667,32075158,aller der Königl. Antecessoren in hâc materiâ vollzogenen Constitution,NP,post,1611,n,n,NA,9
32076722,der Capitain Nahmens Daws,NP,Mercurius-1667,32076726,Nahmens Daws,NP,post,1612,n,j,NA,2
32076841,die neue Bullawe dieser Crone,NP,Mercurius-1667,32076845,dieser Crone,NP,post,1613,n,n,NA,2
32077484,Correctio Nicht erfolgender Sachen im Majo,NP,Mercurius-1667,32077487,Nicht erfolgender Sachen im Majo,NP,post,1614,n,n,NA,5
32077764,in beyseyn grosser Herrn und Dames,PP,Mercurius-1667,32077767,grosser Herrn und Dames,NP,post,1615,n,n,NA,4
32077908,das Auffbauen einer Kirchen,NP,Mercurius-1667,32077911,einer Kirchen,NP,post,1616,n,n,NA,2
32078427,auch der Außlauff unserer Kriegs-Floote,NP,Mercurius-1667,32078431,unserer Kriegs-Floote,NP,post,1617,n,n,NA,2
32079323,wegen der Election eines Successoris,PP,Mercurius-1667,32079328,eines Successoris,NP,post,1618,n,n,NA,2
32079511,die junge Mannschafft der vornehmsten Kauffherrn,NP,Mercurius-1667,32079515,der vornehmsten Kauffherrn,NP,post,1619,n,n,NA,3
32079764,an zweyen Seiten des Einzugs,PP,Mercurius-1667,32079769,des Einzugs,NP,post,1620,n,n,NA,2
32079842,die grosse Anzahl der Zuseher,NP,Mercurius-1667,32079846,der Zuseher,NP,post,1621,n,n,NA,2
32080672,4. Troupen junger Mannschafft,NP,Mercurius-1667,32080675,junger Mannschafft,NP,post,1622,n,n,NA,2
32080939,7. der fürnehmsten Rahts Musicanten,NP,Mercurius-1667,32080941,der fürnehmsten Rahts Musicanten,NP,post,1623,n,n,NA,4
32081096,umb 6. des Abends,PP,Mercurius-1667,32081099,des Abends,NP,post,1624,n,n,NA,2
32081780,an die Cur-Fürsten des Reynes,PP,Mercurius-1667,32081786,des Reynes,NP,post,1625,n,n,NA,2
32082226,vom Abend desselbigen Tages,PP,Mercurius-1667,32082229,desselbigen Tages,NP,post,1626,n,n,NA,2
32082407,von formirung eines flügenden Lägers,PP,Mercurius-1667,32082412,eines flügenden Lägers,NP,post,1627,n,n,NA,3
32083138,eine grosse Anzahl Hollandischer Kauff-Schiffe,NP,Mercurius-1667,32083142,Hollandischer Kauff-Schiffe,NP,post,1628,n,n,NA,2
32083191,Von Aufrichtung einer neuen Universität an der Elbe,PP,Mercurius-1667,32083196,einer neuen Universität,NP,post,1629,n,n,NA,3
32083278,Der Puncten solcher Schrifft,NP,Mercurius-1667,32083283,solcher Schrifft,NP,post,1630,n,n,NA,2
32084099,Hoffnung seines längern Lebens,NP,Mercurius-1667,32084101,seines längern Lebens,NP,post,1631,n,n,NA,3
32084652,andere Fürsten des Reiches,NP,Mercurius-1667,32084655,des Reiches,NP,post,1632,n,n,NA,2
32084813,eine Lista der in einer Munsterung befundenen Mannschafft auff 24000. Mann,NP,Mercurius-1667,32084816,der in einer Munsterung befundenen Mannschafft auff 24000. Mann,NP,post,1633,n,n,NA,9
32085118,von Erwählung eines neuen Pabsts,PP,Mercurius-1667,32085121,eines neuen Pabsts,NP,post,1634,n,n,NA,3
32085906,bald im Anfang der allhier angefangenen Tractaten,PP,Mercurius-1667,32085912,der allhier angefangenen Tractaten,NP,post,1635,n,n,NA,4
32086960,über der Wahl eines neuen Pabsts,PP,Mercurius-1667,32086965,eines neuen Pabsts,NP,post,1636,n,n,NA,3
32086994,Die Vacantz des Pabsts,NP,Mercurius-1667,32086998,des Pabsts,NP,post,1637,n,n,NA,2
32087103,Meister der See,NP,Mercurius-1667,32087105,der See,NP,post,1638,n,n,NA,2
32087145,Ritter der Ordre von Jerusalem,NP,Mercurius-1667,32087147,der Ordre von Jerusalem,NP,post,1639,n,n,NA,4
32088730,zum Empfang der Bremischen Huldigung,PP,Mercurius-1667,32088733,der Bremischen Huldigung,NP,post,1640,n,n,NA,3
32089048,zum respect des Card. Farnese,PP,Mercurius-1667,32089052,des Card. Farnese,NP,post,1641,n,n,NA,3
32089260,bey abgang der Post,PP,Mercurius-1667,32089263,der Post,NP,post,1642,n,n,NA,2
32089375,Committirte Rähte der Admiralität,NP,Mercurius-1667,32089378,der Admiralität,NP,post,1643,n,n,NA,2
32089450,17. der leichtesten Krieges-Schiff,NP,Mercurius-1667,32089453,der leichtesten Krieges-Schiff,NP,post,1644,n,n,NA,3
32089604,auff der Ecken des Eylandes Ocapie oder Duinenburg / wo die Revier von Chattam auslaufft / und die Tieffe recht unter dem Lande ist,PP,Mercurius-1667,32089608,des Eylandes Ocapie oder Duinenburg / wo die Revier von Chattam auslaufft / und die Tieffe recht unter dem Lande ist,NP,post,1645,n,n,NA,21
32089673,auf eines derer Schiffe / so beordert waren / besagtes Castel zu beschiessen,PP,Mercurius-1667,32089676,derer Schiffe / so beordert waren / besagtes Castel zu beschiessen,NP,post,1646,n,n,NA,11
32090027,in die Quer der Revier,PP,Mercurius-1667,32090031,der Revier,NP,post,1647,n,n,NA,2
32090844,an drey grösseste der Englischen Schiffe / die einen kleinen Canonen Schuß hinter dem Castel Uptoni hinauff / und nahe bey Scahan lagen,PP,Mercurius-1667,32090848,der Englischen Schiffe / die einen kleinen Canonen Schuß hinter dem Castel Uptoni hinauff / und nahe bey Scahan lagen,NP,post,1648,n,n,NA,20
32091001,auch von einer Batterey der ander Seiten der Revier,PP,Mercurius-1667,32091006,der ander Seiten der Revier,NP,post,1649,n,n,NA,5
32091006,der ander Seiten der Revier,NP,Mercurius-1667,32091010,der Revier,NP,post,1650,n,n,NA,2
32091143,zu verschaffung anderer nothwendige Vorsehung,PP,Mercurius-1667,32091146,anderer nothwendige Vorsehung,NP,post,1651,n,n,NA,3
32091196,das Ufer dieser Revier / die nicht viel breiter / als die Maas ist,NP,Mercurius-1667,32091199,dieser Revier / die nicht viel breiter / als die Maas ist,NP,post,1652,n,n,NA,12
32091758,zu Abschneidung mehrer dergleichen Raubereyen,PP,Mercurius-1667,32091761,mehrer dergleichen Raubereyen,NP,post,1653,n,n,NA,3
32091768,im Nahmen seines Veziers,PP,Mercurius-1667,32091771,seines Veziers,NP,post,1654,n,n,NA,2
32091877,im Reisen eines so weiten Weges,PP,Mercurius-1667,32091881,eines so weiten Weges,NP,post,1655,n,n,NA,4
32092026,vor Erlegung besagter 80000. Reichsthl.,PP,Mercurius-1667,32092029,besagter 80000. Reichsthl.,NP,post,1656,n,n,NA,3
32092124,im 83. Jahre seines Alters,PP,Mercurius-1667,32092128,seines Alters,NP,post,1657,n,n,NA,2
32093103,durch Ergreiffung der Waffen,PP,Mercurius-1667,32093106,der Waffen,NP,post,1658,n,n,NA,2
32093562,allein zur completirung seiner Guarnisonen,PP,Mercurius-1667,32093566,seiner Guarnisonen,NP,post,1659,n,n,NA,2
32093670,Correctio Nicht erfolgender Sachen im Junio,NP,Mercurius-1667,32093673,Nicht erfolgender Sachen im Junio,NP,post,1660,n,n,NA,5
32093734,Vom Auffbruch der benachbarten Kriegs-Völcker,PP,Mercurius-1667,32093739,der benachbarten Kriegs-Völcker,NP,post,1661,n,n,NA,3
32094100,zum Ende dieses Monats,PP,Mercurius-1667,32094104,dieses Monats,NP,post,1662,n,n,NA,2
32095801,als oberster Directeur der Frantzösischen Waffen,PP,Mercurius-1667,32095806,der Frantzösischen Waffen,NP,post,1663,n,n,NA,3
32096176,vor rechtmassige Besitzer der jenigen Plätze so sie in OstIndien haben,PP,Mercurius-1667,32096180,der jenigen Plätze so sie in OstIndien haben,NP,post,1664,n,n,NA,8
32096356,den 15. des abgewichenen Monats,NP,Mercurius-1667,32096359,des abgewichenen Monats,NP,post,1665,n,n,NA,3
32096723,noch 10. ihrer schweren Schiffe,NP,Mercurius-1667,32096726,ihrer schweren Schiffe,NP,post,1666,n,n,NA,3
32097434,in Gegenwart vieler 1000. Menschen,PP,Mercurius-1667,32097437,vieler 1000. Menschen,NP,post,1667,n,n,NA,3
32097752,8. unsrer Stratfahrer,NP,Mercurius-1667,32097754,unsrer Stratfahrer,NP,post,1668,n,n,NA,2
32098215,Die Bürgerschafft dieser Stadt,NP,Mercurius-1667,32098221,dieser Stadt,NP,post,1669,n,n,NA,2
32098225,auch die Infanterey dieser Guarnison,NP,Mercurius-1667,32098229,dieser Guarnison,NP,post,1670,n,n,NA,2
32098530,von grosser Verstärckung der Tartarn in der Ukraine,PP,Mercurius-1667,32098535,der Tartarn,NP,post,1671,n,n,NA,2
32098849,wegen Vorsehung künfftiger Feindseligkeiten,PP,Mercurius-1667,32098852,künfftiger Feindseligkeiten,NP,post,1672,n,n,NA,2
32101434,grosser Versicherung aller beständigen Freundschafft,NP,Mercurius-1667,32101437,aller beständigen Freundschafft,NP,post,1673,n,n,NA,3
32102113,dem 7. Articul der Friedens-Tractaten den 18. Aprilis 1666. zwischen diesem Stat und C. F. Durchl. gemacht / und geschlossen,NP,Mercurius-1667,32102118,der Friedens-Tractaten den 18. Aprilis 1666. zwischen diesem Stat und C. F. Durchl. gemacht / und geschlossen,NP,post,1674,n,n,NA,17
32102343,und zwar gegen den 7. Articul den 18. Aprilis 1666. zwischen denselben und uns gemachten Friedens,PP,Mercurius-1667,32102352,den 18. Aprilis 1666. zwischen denselben und uns gemachten Friedens,NP,post,1675,n,n,NA,10
32102510,allein zu Besetzung unserer festen Plätze,PP,Mercurius-1667,32102515,unserer festen Plätze,NP,post,1676,n,n,NA,3
32102744,zu Erweisung angenehmer Diensten,PP,Mercurius-1667,32102748,angenehmer Diensten,NP,post,1677,n,n,NA,2
32102971,in Betrachtung der vorigen Päbste,PP,Mercurius-1667,32102974,der vorigen Päbste,NP,post,1678,n,n,NA,3
32103749,Wegen succurirung der Spannischen Niederlande,PP,Mercurius-1667,32103753,der Spannischen Niederlande,NP,post,1679,n,n,NA,3
32105221,das Contrefait Ihrer Majest.,NP,Mercurius-1667,32105224,Ihrer Majest.,NP,post,1680,n,n,NA,2
32105759,Ambassadeurn des Königes von Groß Britannien,NP,Mercurius-1667,32105761,des Königes von Groß Britannien,NP,post,1681,n,n,NA,5
32105771,der Hochmögenden General Staten der sieben vereinigten Provincien,NP,Mercurius-1667,32105776,der sieben vereinigten Provincien,NP,post,1682,n,n,NA,4
32105859,zum unterzeichnen dieser Friedens Tractaten von einer und andern Seiten zu kommen / welche dann auch gestern in plenissima forma geschehen ist / daß wir also anjetzt wegen dieses Friedens zwischen Engeland un~ uns nichts mehr zu besorgen haben,PP,Mercurius-1667,32105862,dieser Friedens Tractaten,NP,post,1683,n,n,NA,3
32105930,als einem GOtte des Friedens,PP,Mercurius-1667,32105934,des Friedens,NP,post,1684,n,n,NA,2
32105965,Lösung der Stücke,NP,Mercurius-1667,32105967,der Stücke,NP,post,1685,n,n,NA,2
32106105,denen Ständen der Spannischen Niederlande,NP,Mercurius-1667,32106108,der Spannischen Niederlande,NP,post,1686,n,n,NA,3
32106133,den übeln Zustand besagter Länder,NP,Mercurius-1667,32106138,besagter Länder,NP,post,1687,n,n,NA,2
32106154,umb maturirung eines Succurses,PP,Mercurius-1667,32106157,eines Succurses,NP,post,1688,n,n,NA,2
32106171,biß zur endlichen Resolution der ChurFürsten und Stände zu Regenspurg,PP,Mercurius-1667,32106176,der ChurFürsten und Stände zu Regenspurg,NP,post,1689,n,n,NA,6
32106209,auff ergangene Resolution der Reichs-Stände,PP,Mercurius-1667,32106213,der Reichs-Stände,NP,post,1690,n,n,NA,2
32106259,zu Ende dieser Wochen,PP,Mercurius-1667,32106263,dieser Wochen,NP,post,1691,n,n,NA,2
32107364,unter dem Scheine des löschens,PP,Mercurius-1667,32107370,des löschens,NP,post,1692,n,n,NA,2
32107947,von keinem Auffbruche der benachbarten Kriegs-Völcker,PP,Mercurius-1667,32107951,der benachbarten Kriegs-Völcker,NP,post,1693,n,n,NA,3
32108342,diese Vormaur der Christenheit,NP,Mercurius-1667,32108345,der Christenheit,NP,post,1694,n,n,NA,2
32108400,Die Declaration des Krieges wieder Franckreich,NP,Mercurius-1667,32108404,des Krieges wieder Franckreich,NP,post,1695,n,n,NA,4
32108704,gantze Compagnien leichter Pferde,NP,Mercurius-1667,32108707,leichter Pferde,NP,post,1696,n,n,NA,2
32108859,eine unserer Fregate~ / Colchester genandt / worauff des Gouverneurs Willogby Sohn commandirt,NP,Mercurius-1667,32108861,unserer Fregate~,NP,post,1697,n,n,NA,2
32109549,bey Schlüssung der Briefe,PP,Mercurius-1667,32109552,der Briefe,NP,post,1698,n,n,NA,2
32109654,gegen das Einbringen frembder Wahren in Engeland,PP,Mercurius-1667,32109658,frembder Wahren,NP,post,1699,n,n,NA,2
32109739,Correctio Nicht erfolgender Sachen im Julio,NP,Mercurius-1667,32109741,Nicht erfolgender Sachen im Julio,NP,post,1700,n,n,NA,5
32110017,über die Restitution derer seinem Könige zugehöriger Länder,PP,Mercurius-1667,32110021,derer seinem Könige zugehöriger Länder,NP,post,1701,n,n,NA,5
32110484,die Gefahr des Krieges,NP,Mercurius-1667,32110487,des Krieges,NP,post,1702,n,n,NA,2
32111272,mit Verlust vieles Volckes,PP,Mercurius-1667,32111275,vieles Volckes,NP,post,1703,n,n,NA,2
32111291,I. H F. Durchl. von Holstein Hertzogen Jochim Ernst des Jüngern Plönischer Linie,NP,Mercurius-1667,32111308,Plönischer Linie,NP,post,1704,n,n,NA,2
32111431,Auff die Continuation der Frantzösischen grossen Progressen,PP,Mercurius-1667,32111436,der Frantzösischen grossen Progressen,NP,post,1705,n,n,NA,4
32111912,in den Mund der Themse,PP,Mercurius-1667,32111916,der Themse,NP,post,1706,n,n,NA,2
32112185,an eines der ihrigen,PP,Mercurius-1667,32112188,der ihrigen,NP,post,1707,n,n,NA,2
32112207,eines der Holland. Schiffe,NP,Mercurius-1667,32112209,der Holland. Schiffe,NP,post,1708,n,n,NA,3
32112242,den Sprung eines Kriegs-schiffes,NP,Mercurius-1667,32112245,eines Kriegs-schiffes,NP,post,1709,n,n,NA,2
32112291,noch eines unsrer Brandschiffe,NP,Mercurius-1667,32112294,unsrer Brandschiffe,NP,post,1710,n,n,NA,2
32112398,an einem der unsrigen,PP,Mercurius-1667,32112404,der unsrigen,NP,post,1711,n,n,NA,2
32112445,eines der feindlichen Schiffe,NP,Mercurius-1667,32112447,der feindlichen Schiffe,NP,post,1712,n,n,NA,3
32112505,eines unsrer Brand-Schiffe,NP,Mercurius-1667,32112507,unsrer Brand-Schiffe,NP,post,1713,n,n,NA,2
32112566,Umb 5. Uhr des Abends,PP,Mercurius-1667,32112571,des Abends,NP,post,1714,n,n,NA,2
32112635,noch 3. ihrer andern Schiffe,NP,Mercurius-1667,32112638,ihrer andern Schiffe,NP,post,1715,n,n,NA,3
32112658,an das Groß ihrer Floote,PP,Mercurius-1667,32112662,ihrer Floote,NP,post,1716,n,n,NA,2
32112704,an eines derer grösten Schiffe,PP,Mercurius-1667,32112707,derer grösten Schiffe,NP,post,1717,n,n,NA,3
32112718,alle Lagen der gantzen Floote,NP,Mercurius-1667,32112721,der gantzen Floote,NP,post,1718,n,n,NA,3
32112832,Von 24. à 25. ihrer Schiffe,PP,Mercurius-1667,32112841,ihrer Schiffe,NP,post,1719,n,n,NA,2
32112846,zu Ende dieser Action,PP,Mercurius-1667,32112849,dieser Action,NP,post,1720,n,n,NA,2
32113047,bey Abgang dieser Post,PP,Mercurius-1667,32113050,dieser Post,NP,post,1721,n,n,NA,2
32113251,6. der Englischen,NP,Mercurius-1667,32113254,der Englischen,NP,post,1722,n,n,NA,2
32113258,11. der unsrigen,NP,Mercurius-1667,32113260,der unsrigen,NP,post,1723,n,n,NA,2
32114097,in Begleitung der gesambten Clerisey,PP,Mercurius-1667,32114100,der gesambten Clerisey,NP,post,1724,n,n,NA,3
32114831,Das Groß der Frantzösischen Armee,NP,Mercurius-1667,32114836,der Frantzösischen Armee,NP,post,1725,n,n,NA,3
32114914,zu Erbauung einer Citadella,PP,Mercurius-1667,32114917,einer Citadella,NP,post,1726,n,n,NA,2
32115289,die Außwechselung der Englischen,NP,Mercurius-1667,32115292,der Englischen,NP,post,1727,n,n,NA,2
32115681,allerley Blicke einer unangenehmen Gegenwart,NP,Mercurius-1667,32115684,einer unangenehmen Gegenwart,NP,post,1728,n,n,NA,3
32115708,selbst von der Verschickung der 4. Regimenter nach den Grentzen von Elsaß,PP,Mercurius-1667,32115713,der 4. Regimenter,NP,post,1729,n,n,NA,3
32116607,einen Stillstand der Waffen zwischen beyden Partheyen,NP,Mercurius-1667,32116610,der Waffen,NP,post,1730,n,n,NA,2
32116830,Mit Versendung mehrer Kriegs-Hauffen nach den Spannischen Niederlanden,PP,Mercurius-1667,32116835,mehrer Kriegs-Hauffen,NP,post,1731,n,n,NA,2
32116984,Von der Annäherung dieser Crone Legatens / so bey der Ottomannischen Pforten negotyret hat,PP,Mercurius-1667,32116991,dieser Crone Legatens / so bey der Ottomannischen Pforten negotyret hat,NP,post,1732,n,n,NA,11
32117412,Die Außwechselung der Ratificationen,NP,Mercurius-1667,32117416,der Ratificationen,NP,post,1733,n,n,NA,2
32117975,Zur Eroberung dieser Stadt,PP,Mercurius-1667,32117980,dieser Stadt,NP,post,1734,n,n,NA,2
32118771,bey Glauben der 7. Provintien,PP,Mercurius-1667,32118775,der 7. Provintien,NP,post,1735,n,n,NA,3
32118851,als Gonverneur dieser Provintz,PP,Mercurius-1667,32118854,dieser Provintz,NP,post,1736,n,n,NA,2
32119292,den lieblichen Schluß der Feindseligkeiten zwischen diesen grossen See-Machten zu sehen / derer Länge euch darumb unverdrißlich seyn wird zu lesen,NP,Mercurius-1667,32119297,der Feindseligkeiten zwischen diesen grossen See-Machten zu sehen / derer Länge euch darumb unverdrißlich seyn wird zu lesen,NP,post,1737,n,n,NA,18
32119452,die Außwechselung der Ratificationen,NP,Mercurius-1667,32119455,der Ratificationen,NP,post,1738,n,n,NA,2
32119470,die Publication eine Danck Predigt,NP,Mercurius-1667,32119473,eine Danck Predigt,NP,post,1739,n,n,NA,3
32119484,der Knall der Carthaunen,NP,Mercurius-1667,32119488,der Carthaunen,NP,post,1740,n,n,NA,2
32119492,Schall der Trompeten,NP,Mercurius-1667,32119494,der Trompeten,NP,post,1741,n,n,NA,2
32119587,das Ende der Feindsehligkeit,NP,Mercurius-1667,32119591,der Feindsehligkeit,NP,post,1742,n,n,NA,2
32119595,nehmen der Schiffe und Güter,NP,Mercurius-1667,32119597,der Schiffe und Güter,NP,post,1743,n,n,NA,4
32119716,and dieser Seiten der æquinoctial Linie,PP,Mercurius-1667,32119720,der æquinoctial Linie,NP,post,1744,n,n,NA,3
32119759,an jener Seiten der gemeldeten Linie,PP,Mercurius-1667,32119763,der gemeldeten Linie,NP,post,1745,n,n,NA,3
32119849,laut des 3. Arcticuls der Friedens-Tractaten,PP,Mercurius-1667,32119854,der Friedens-Tractaten,NP,post,1746,n,n,NA,2
32120054,zu Bezahlung einiger Regimenter,PP,Mercurius-1667,32120057,einiger Regimenter,NP,post,1747,n,n,NA,2
32120063,wege~ zustarcker überladung der Pferd,PP,Mercurius-1667,32120069,der Pferd,NP,post,1748,n,n,NA,2
32120226,zum Vorstande der Bulle von dem Pabst Alexander 7.,PP,Mercurius-1667,32120229,der Bulle von dem Pabst Alexander 7.,NP,post,1749,n,n,NA,7
32121236,von dem getroffenen Stillstande der Waffen mit Moßkau / womit der Türck nicht zu frieden ist,PP,Mercurius-1667,32121241,der Waffen,NP,post,1750,n,n,NA,2
32121773,biß zum Stillstande der Waffen,PP,Mercurius-1667,32121778,der Waffen,NP,post,1751,n,n,NA,2
32122010,die vornehmsten Dames dieser Stadt / unter welchen auch die Donna Paleotti / eine Helena dieser Zeit / zu sehen war,NP,Mercurius-1667,32122014,dieser Stadt,NP,post,1752,n,n,NA,2
32122029,eine Helena dieser Zeit,NP,Mercurius-1667,32122032,dieser Zeit,NP,post,1753,n,n,NA,2
32122623,um~ 9. Uhr selbigen Tages,PP,Mercurius-1667,32122627,selbigen Tages,NP,post,1754,n,n,NA,2
32122849,als Begleiter ihres Königes,PP,Mercurius-1667,32122852,ihres Königes,NP,post,1755,n,n,NA,2
32123053,Die Ursachen solcher schleunigen Ubergabe,NP,Mercurius-1667,32123057,solcher schleunigen Ubergabe,NP,post,1756,n,n,NA,3
32123306,im Gesichte dieser Stadt,PP,Mercurius-1667,32123309,dieser Stadt,NP,post,1757,n,n,NA,2
32123988,in Begleitung der gantzen Clerikey,PP,Mercurius-1667,32123991,der gantzen Clerikey,NP,post,1758,n,n,NA,3
32124055,In Materia der Niederländischen affairen,PP,Mercurius-1667,32124060,der Niederländischen affairen,NP,post,1759,n,n,NA,3
32124238,zu einer grössern Resolution vornehmender Kriegs-Rüstungen,PP,Mercurius-1667,32124243,vornehmender Kriegs-Rüstungen,NP,post,1760,n,n,NA,2
32124280,zur defension des Reiches Libertät,PP,Mercurius-1667,32124284,des Reiches Libertät,NP,post,1761,n,n,NA,3
32124379,aus Befehl der Türcken,PP,Mercurius-1667,32124382,der Türcken,NP,post,1762,n,n,NA,2
32124572,durch eine Bulle des besagten Cardinals,PP,Mercurius-1667,32124576,des besagten Cardinals,NP,post,1763,n,n,NA,3
32125020,vor Eroberung der übrigen Plätze,PP,Mercurius-1667,32125024,der übrigen Plätze,NP,post,1764,n,n,NA,3
32125356,über die Election eines Königes in Pohlen,PP,Mercurius-1667,32125360,eines Königes in Pohlen,NP,post,1765,n,n,NA,4
32125496,die Continuation der Victorie / so die unsrige daselbst gegen die Frantzosen und Seeländer zu See befochten,NP,Mercurius-1667,32125500,der Victorie / so die unsrige daselbst gegen die Frantzosen und Seeländer zu See befochten,NP,post,1766,n,n,NA,15
32125650,nach Eroberung der Stadt Rüssel,PP,Mercurius-1667,32125653,der Stadt Rüssel,NP,post,1767,j,n,NA,3
32125853,zu Verstärckung der Garnisonen von Sluys / Saß von Gendt und Hulst,PP,Mercurius-1667,32125856,der Garnisonen von Sluys / Saß von Gendt und Hulst,NP,post,1768,n,n,NA,10
32125986,Correctio Nicht erfolgender Sachen im Augusto,NP,Mercurius-1667,32125988,Nicht erfolgender Sachen im Augusto,NP,post,1769,n,n,NA,5
32126079,von der Zeit derer Auffbruch,PP,Mercurius-1667,32126084,derer Auffbruch,NP,post,1770,n,n,NA,2
32126115,viel der geworbenen,NP,Mercurius-1667,32126117,der geworbenen,NP,post,1771,n,n,NA,2
32126299,wegen Eroberung der Stadt Rüssel,PP,Mercurius-1667,32126302,der Stadt Rüssel,NP,post,1772,n,n,NA,3
32126663,die Zeit der Feindschafft,NP,Mercurius-1667,32126666,der Feindschafft,NP,post,1773,n,n,NA,2
32126682,die Publication des Friedens,NP,Mercurius-1667,32126685,des Friedens,NP,post,1774,n,n,NA,2
32126780,vor dem Ende der gäntzlichen Feindseligkeit,PP,Mercurius-1667,32126785,der gäntzlichen Feindseligkeit,NP,post,1775,n,n,NA,3
32127130,aus Mangel der Lebens-Mitteln,PP,Mercurius-1667,32127134,der Lebens-Mitteln,NP,post,1776,n,n,NA,2
32127305,unter dem Mantel der Freundschafft,PP,Mercurius-1667,32127309,der Freundschafft,NP,post,1777,n,n,NA,2
32127445,nach Eroberung der grossen Stadt Rissel,PP,Mercurius-1667,32127449,der grossen Stadt Rissel,NP,post,1778,n,n,NA,4
32127811,mit Zuziehung der Generalität,PP,Mercurius-1667,32127814,der Generalität,NP,post,1779,n,n,NA,2
32127919,auff Begehren der Türcken,PP,Mercurius-1667,32127924,der Türcken,NP,post,1780,n,n,NA,2
32128293,zu Eroberung dieser starcken Vestung,PP,Mercurius-1667,32128296,dieser starcken Vestung,NP,post,1781,n,n,NA,3
32128611,zur Eroberung dieser Stadt,PP,Mercurius-1667,32128615,dieser Stadt,NP,post,1782,n,n,NA,2
32129280,Zur rechten Seiten dieser Machina,PP,Mercurius-1667,32129285,dieser Machina,NP,post,1783,n,n,NA,2
32129313,an stat des Knopfes,PP,Mercurius-1667,32129316,des Knopfes,NP,post,1784,n,n,NA,2
32129818,zu Ersparung grosser Unkosten aber,PP,Mercurius-1667,32129823,grosser Unkosten,NP,post,1785,n,n,NA,2
32129898,die Abtheilung der Grentzen,NP,Mercurius-1667,32129902,der Grentzen,NP,post,1786,n,n,NA,2
32130808,mit 24. der grösten Schiffe,PP,Mercurius-1667,32130812,der grösten Schiffe,NP,post,1787,n,n,NA,3
32131378,Zur Bezählung unsrer Boots-Leuthe,PP,Mercurius-1667,32131383,unsrer Boots-Leuthe,NP,post,1788,n,n,NA,2
32131641,im Nahmen der Crone Schweden,PP,Mercurius-1667,32131645,der Crone Schweden,NP,post,1789,n,n,NA,3
32131816,zur Abholung dieser grossen Braut,PP,Mercurius-1667,32131819,dieser grossen Braut,NP,post,1790,n,n,NA,3
32133270,ein grosses Theil der Frantzösischen Cavallerie / welche dann sehr starck ist,NP,Mercurius-1667,32133274,der Frantzösischen Cavallerie / welche dann sehr starck ist,NP,post,1791,n,n,NA,9
32133807,Das bauen und außrüsten der Kriegs-Schiffe,NP,Mercurius-1667,32133814,der Kriegs-Schiffe,NP,post,1792,n,n,NA,2
32133833,Fünff unserer Räuber,NP,Mercurius-1667,32133836,unserer Räuber,NP,post,1793,n,n,NA,2
32134123,durch Ankunfft etlicher Schiffe,PP,Mercurius-1667,32134127,etlicher Schiffe,NP,post,1794,n,n,NA,2
32134967,zum Beschlusse dieses Krieges,PP,Mercurius-1667,32134971,dieses Krieges,NP,post,1795,n,n,NA,2
32135028,Wegen einiger Grossen dieses Ortes,PP,Mercurius-1667,32135033,dieses Ortes,NP,post,1796,n,n,NA,2
32135467,nierdersäbeln vieler Feinde,NP,Mercurius-1667,32135470,vieler Feinde,NP,post,1797,n,n,NA,2
32135474,Erlösung vieler Gefangenen,NP,Mercurius-1667,32135476,vieler Gefangenen,NP,post,1798,n,n,NA,2
32135611,vor ein Zeichen wichtiger Sachen,PP,Mercurius-1667,32135615,wichtiger Sachen,NP,post,1799,n,n,NA,2
32135654,zum Ende dieser Wochen,PP,Mercurius-1667,32135658,dieser Wochen,NP,post,1800,n,n,NA,2
32135681,ein grosses Theil der Frantzös. Armee,NP,Mercurius-1667,32135685,der Frantzös. Armee,NP,post,1801,n,n,NA,3
32135730,zum Schlusse der Campagne,PP,Mercurius-1667,32135733,der Campagne,NP,post,1802,n,n,NA,2
32135789,zur Wiedererbauung der Stadt Londen,PP,Mercurius-1667,32135792,der Stadt Londen,NP,post,1803,n,n,NA,3
