tok	satz_id	graphtoken	syntoken_id	syntoken_tok_id	graphtoken_id	syntoken_belebtheit	graphtoken_pos	syntoken_lemma	satz_ambig	syntoken	graphtoken_lemma	syntoken_pos	graphtoken_initial	syntoken_ambig	graphtoken_orth	graphtoken_belebtheit	add_place	add_id	label_place	label_id	meta..doc	Year	Place	SENT_INT	upperCase	Animacy	Animacy3	LemmaFreq	LogFreq	Animacy6
tagen	25232	tagen	24234	1312	21509	abstrakt Maß	NN	tag	false	tagen	tag	NN	t	false	lowerCase	abstrakt Maß	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	0	0	117	2.06818586174616	0
Scheüren	25232	Scheüren	24244	1362	21519	konkret	NN	scheure	false	Scheüren	scheure	NN	S	false	upperInitial	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	2	0.301029995663981	1
willennß	25233	willennß	24253	1426	21528	abstrakt	NN	wille	false	willennß	wille	NN	w	false	lowerCase	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	0	0	12	1.07918124604762	0
Stüegen	25234	Stüegen	24265	1481	21540	konkret	NN	stiege	false	Stüegen	stiege	NN	S	false	upperInitial	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	2	0.301029995663981	1
Stro	25234	Stro	25060	1506	21545	konkret	NN	*	false	Stro barn	stroh	NN	S	false	upperInitial	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	2	0.301029995663981	1
barn	25234	barn	25060	1506	21546	konkret	NN	*	false	Stro barn	barn	NN	b	false	lowerCase	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	1	1	1	0	1
willens	25235	willens	24273	1538	21550	abstrakt	NN	wille	false	willens	wille	NN	w	false	lowerCase	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	0	0	12	1.07918124604762	0
Gottes	25236	Gottes	24282	1593	21559	übermenschlich positiv	NN	gott	false	Gottes	gott	NN	G	false	upperInitial	übermenschlich positiv	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	4	2	189	2.27646180417324	4
Rosß	25240	Rosß	24324	1818	21601	tierisch	NN	rosz	false	Rosß	rosz	NN	R	false	upperInitial	tierisch	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	2	2	15	1.17609125905568	2
gefänckhnuß	25241	gefänckhnuß	24333	1873	21611	abstrakt	NN	gefängnis	false	gefänckhnuß	gefängnis	NN	g	false	lowerCase	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	0	0	12	1.07918124604762	0
Theüfel	25241	Theüfel	24336	1894	21614	übermenschlich Teufel	NN	teufel	false	Theüfel	teufel	NN	T	false	upperInitial	übermenschlich Teufel	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	4	2	258	2.41161970596323	5
mahl	25241	mahl	24338	1906	21616	abstrakt Maß	NN	mal	false	mahl	mal	NN	m	false	lowerCase	abstrakt Maß	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	0	0	119	2.07554696139253	0
Fenster	25241	Fenster	24339	1915	21618	konkret	NN	fenster	false	Fenster	fenster	NN	F	false	upperInitial	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	5	0.698970004336019	1
wanndt	25241	wanndt	24344	1945	21623	konkret	NN	wand	false	wanndt	wand	NN	w	false	lowerCase	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	1	1	4	0.602059991327962	1
deckhin	25242	deckhin	24352	1982	21631	konkret	NN	decke	false	deckhin	decke	NN	d	false	lowerCase	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	1	1	1	0	1
noth	25245	noth	24369	2089	21648	abstrakt	NN	not	false	noth	not	NN	n	false	lowerCase	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	0	0	8	0.903089986991944	0
tags	zoll	tags	24399	2265	21679	abstrakt	NN	tag	false	tags	tag	NN	t	false	lowerCase	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	0	0	117	2.06818586174616	0
Fleckhenn	zoll	Fleckhenn	24403	2298	21684	konkret	NN	fleck	false	Fleckhenn	fleck	NN	F	false	upperInitial	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	1	0	1
Diensten	zoll	Diensten	24405	2312	21686	abstrakt	NN	dienst	false	Diensten	dienst	NN	D	false	upperInitial	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	0	0	9	0.954242509439325	0
Theüfels	25254	Theüfels	24421	2389	21703	übermenschlich Teufel	NN	teufel	false	Theüfels	teufel	NN	T	false	upperInitial	übermenschlich Teufel	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	4	2	258	2.41161970596323	5
Nammen	25254	Nammen	24422	2398	21704	abstrakt	NN	name	false	Nammen	name	NN	N	false	upperInitial	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	0	0	97	1.98677173426624	0
Jahren	schielen	Jahren	24441	2505	21723	abstrakt Maß	NN	jahr	false	Jahren	jahr	NN	J	false	upperInitial	abstrakt Maß	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	0	0	305	2.48429983934679	0
Jahrenn	schielen	Jahrenn	24447	2550	21729	abstrakt Maß	NN	jahr	false	Jahrenn	jahr	NN	J	false	upperInitial	abstrakt Maß	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	0	0	305	2.48429983934679	0
Rosß	schielen	Rosß	24449	2564	21731	tierisch	NN	rosz	false	Rosß	rosz	NN	R	false	upperInitial	tierisch	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	2	2	15	1.17609125905568	2
Rosß	schielen	Rosß	24455	2608	21737	tierisch	NN	rosz	false	Rosß	rosz	NN	R	false	upperInitial	tierisch	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	2	2	15	1.17609125905568	2
Theüfels	ross	Theüfels	24456	2630	21739	übermenschlich Teufel	NN	teufel	false	Theüfels	teufel	NN	T	false	upperInitial	übermenschlich Teufel	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	4	2	258	2.41161970596323	5
Nammen	ross	Nammen	24457	2639	21740	abstrakt	NN	name	false	Nammen	name	NN	N	false	upperInitial	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	0	0	97	1.98677173426624	0
Schmel	ross	Schmel	24463	2676	21746	tierisch	NN	schimmel	false	Schmel	schimmel	NN	S	false	upperInitial	tierisch	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	2	2	2	0.301029995663981	2
Gassen	ross	Gassen	24467	2696	21750	konkret	NN	gasse	false	Gassen	gasse	NN	G	false	upperInitial	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	16	1.20411998265592	1
Steckhlin	ross	Steckhlin	24470	2713	21753	konkret	NN	stöcklein	false	Steckhlin	stöcklein	NN	S	false	upperInitial	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	5	0.698970004336019	1
Sommer	conradt	Sommer	24482	2807	21765	abstrakt	NN	sommer	false	Sommer	sommer	NN	S	false	upperInitial	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	0	0	11	1.04139268515823	0
Jahren	conradt	Jahren	24490	2849	21773	abstrakt Maß	NN	jahr	false	Jahren	jahr	NN	J	false	upperInitial	abstrakt Maß	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	0	0	305	2.48429983934679	0
Rosß	conradt	Rosß	24494	2882	21777	tierisch	NN	rosz	false	Rosß	rosz	NN	R	false	upperInitial	tierisch	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	2	2	15	1.17609125905568	2
Bolenn	conradt	Bolenn	25194	2895	21780	übermenschlich Teufel	NN	buhl	false	Bolenn	buhl	NN	B	false	upperInitial	menschlich	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	3	2	23	1.36172783601759	3
Jahrs	conradt	Jahrs	24499	2918	21783	abstrakt	NN	jahr	false	Jahrs	jahr	NN	J	false	upperInitial	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	0	0	305	2.48429983934679	0
Rosß	conradt	Rosß	24502	2929	21786	tierisch	NN	rosz	false	Rosß	rosz	NN	R	false	upperInitial	tierisch	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	2	2	15	1.17609125905568	2
Nammen	conradt	Nammen	24028	2935	21213	abstrakt	NN	name	false	Nammen	name	NN	N	false	upperInitial	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	0	0	97	1.98677173426624	0
Weüb	koch	Weüb	24512	3001	21796	menschlich	NN	weib	false	Weüb	weib	NN	W	false	upperInitial	menschlich	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	3	2	130	2.11394335230684	3
Jahre	koch	Jahre	24522	3051	21806	abstrakt Maß	NN	jahr	false	Jahre	jahr	NN	J	false	upperInitial	abstrakt Maß	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	0	0	305	2.48429983934679	0
Jare	koch	Jare	24526	3071	21810	abstrakt Maß	NN	jahr	false	Jare	jahr	NN	J	false	upperInitial	abstrakt Maß	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	0	0	305	2.48429983934679	0
weühennachten	koch	weühennachten	24528	3080	21812	abstrakt	NN	weihnachten	false	weühennachten	weihnachten	NN	w	false	lowerCase	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	0	0	4	0.602059991327962	0
kraut	weih	kraut	24537	3129	21821	konkret	NN	kraut	false	kraut	kraut	NN	k	false	lowerCase	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	1	1	26	1.41497334797082	1
Buelen	weih	Buelen	25195	3150	21825	übermenschlich Teufel	NN	buhl	false	Buelen	buhl	NN	B	false	upperInitial	menschlich	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	3	2	23	1.36172783601759	3
geheüß	weih	geheüß	24541	3157	21826	abstrakt	NN	geheisz	false	geheüß	geheisz	NN	g	false	lowerCase	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	0	0	7	0.845098040014257	0
Kindt	weih	Kindt	24557	3289	21844	menschlich	NN	kind	false	Kindt	kind	NN	K	false	upperInitial	menschlich	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	3	2	113	2.05307844348342	3
Kindt	weih	Kindt	24560	3312	21849	menschlich	NN	kind	false	Kindt	kind	NN	K	false	upperInitial	menschlich	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	3	2	113	2.05307844348342	3
Stuben	weih	Stuben	24563	3328	21852	konkret	NN	stube	false	Stuben	stube	NN	S	false	upperInitial	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	30	1.47712125471966	1
Arm	weih	Arm	24570	3371	21859	konkret Körperteil	NN	arm	false	Arm	arm	NN	A	false	upperInitial	konkret Körperteil	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	15	1.17609125905568	1
Buelen	weih	Buelen	25196	3381	21861	übermenschlich Teufel	NN	buhl	false	Buelen	buhl	NN	B	false	upperInitial	menschlich	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	3	2	23	1.36172783601759	3
nammen	weih	nammen	24572	3388	21862	abstrakt	NN	name	false	nammen	name	NN	n	false	lowerCase	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	0	0	97	1.98677173426624	0
sachen	ursache	sachen	25073	3490	21875	abstrakt	NN	ursache	false	sachen	sache	NN	s	false	lowerCase	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	0	0	45	1.65321251377534	0
Todts	ursache	Todts	24590	3548	21882	abstrakt	NN	tod	false	Todts	tod	NN	T	false	upperInitial	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	0	0	34	1.53147891704226	0
weib	ursache	weib	24592	3565	21884	menschlich	NN	weib	false	weib	weib	NN	w	false	lowerCase	menschlich	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	3	2	130	2.11394335230684	3
Khindt	ursache	Khindt	24604	3644	21897	menschlich	NN	kind	false	Khindt	kind	NN	K	false	upperInitial	menschlich	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	3	2	113	2.05307844348342	3
Arwonn	arg	Arwonn	24610	3691	21904	abstrakt	NN	argwohn	false	Arwonn	argwohn	NN	A	false	upperInitial	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	0	0	4	0.602059991327962	0
Palmtag	25298	Palmtag	24619	3739	21913	abstrakt	NN	palmtag	false	Palmtag	palmtag	NN	P	false	upperInitial	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	0	0	1	0	0
Abentmahl	25298	Abentmahl	24621	3760	21916	abstrakt	NN	abendmahl	false	Abentmahl	abendmahl	NN	A	false	upperInitial	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	0	0	7	0.845098040014257	0
Buel	25298	Buel	25197	3791	21921	übermenschlich Teufel	NN	buhl	false	Buel	buhl	NN	B	false	upperInitial	menschlich	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	3	2	23	1.36172783601759	3
Gassen	25298	Gassen	24630	3816	21926	konkret	NN	gasse	false	Gassen	gasse	NN	G	false	upperInitial	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	16	1.20411998265592	1
kürchen	25298	kürchen	24635	3839	21931	konkret	NN	kirche	false	kürchen	kirche	NN	k	false	lowerCase	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	1	1	20	1.30102999566398	1
Leib	25299	Leib	25203	3897	21943	konkret	NN	leib	false	Leib	leib	NN	L	false	upperInitial	konkret Körperteil	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	43	1.63346845557959	1
Allter	25302	Allter	24661	3992	21959	konkret	NN	altar	false	Allter	altar	NN	A	false	upperInitial	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	6	0.778151250383644	1
Stuel	25302	Stuel	24665	4016	21963	konkret	NN	stuhl	false	Stuel	stuhl	NN	S	false	upperInitial	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	9	0.954242509439325	1
Leib	25304	Leib	25204	4085	21976	konkret	NN	leib	false	Leib	leib	NN	L	false	upperInitial	konkret Körperteil	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	43	1.63346845557959	1
Mundt	25304	Mundt	24681	4108	21980	konkret Körperteil	NN	mund	false	Mundt	mund	NN	M	false	upperInitial	konkret Körperteil	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	16	1.20411998265592	1
Schoß	25304	Schoß	24684	4122	21983	konkret Körperteil	NN	schosz	false	Schoß	schosz	NN	S	false	upperInitial	konkret Körperteil	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	3	0.477121254719662	1
Allter	25305	Allter	24693	4189	21992	konkret	NN	altar	false	Allter	altar	NN	A	false	upperInitial	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	6	0.778151250383644	1
Bluot	25306	Bluot	25205	4229	21998	konkret	NN	blut	false	Bluot	blut	NN	B	false	upperInitial	konkret Körperteil	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	19	1.27875360095283	1
Mundt	25306	Mundt	24702	4249	22002	konkret Körperteil	NN	mund	false	Mundt	mund	NN	M	false	upperInitial	konkret Körperteil	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	16	1.20411998265592	1
Stuel	25307	Stuel	24710	4316	22012	konkret	NN	stuhl	false	Stuel	stuhl	NN	S	false	upperInitial	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	9	0.954242509439325	1
Bluot	25308	Bluot	25206	4342	22018	konkret	NN	blut	false	Bluot	blut	NN	B	false	upperInitial	konkret Körperteil	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	19	1.27875360095283	1
Schoß	25308	Schoß	24719	4360	22022	konkret Körperteil	NN	schosz	false	Schoß	schosz	NN	S	false	upperInitial	konkret Körperteil	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	3	0.477121254719662	1
Leüb	25309	Leüb	25207	4397	22028	konkret	NN	leib	false	Leüb	leib	NN	L	false	upperInitial	konkret Körperteil	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	43	1.63346845557959	1
Balckhen	25309	Balckhen	24732	4449	22037	konkret	NN	balke	false	Balckhen	balke	NN	B	false	upperInitial	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	2	0.301029995663981	1
Nacht	25310	Nacht	24737	4475	22042	abstrakt	NN	nacht	false	Nacht	nacht	NN	N	false	upperInitial	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	0	0	50	1.69897000433602	0
Leüb	25311	Leüb	25208	4537	22054	konkret	NN	leib	false	Leüb	leib	NN	L	false	upperInitial	konkret Körperteil	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	43	1.63346845557959	1
Balckhen	balken	Balckhen	24758	4600	22064	konkret	NN	balke	false	Balckhen	balke	NN	B	false	upperInitial	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	2	0.301029995663981	1
sachen	sachen	sachen	24017	4617	21201	abstrakt	NN	sache	false	sachen	sache	NN	s	false	lowerCase	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	0	0	45	1.65321251377534	0
Weyhenachtenn	25319	Weyhenachtenn	24769	4688	22075	abstrakt	NN	weihnachten	false	Weyhenachtenn	weihnachten	NN	W	false	upperInitial	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	0	0	4	0.602059991327962	0
Jar	25319	Jar	24773	4714	22079	abstrakt Maß	NN	jahr	false	Jar	jahr	NN	J	false	upperInitial	abstrakt Maß	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	0	0	305	2.48429983934679	0
Abentmahl	25319	Abentmahl	24782	4756	22088	abstrakt	NN	abendmahl	false	Abentmahl	abendmahl	NN	A	false	upperInitial	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	0	0	7	0.845098040014257	0
Theüfel	25320	Theüfel	24788	4786	22094	übermenschlich Teufel	NN	teufel	false	Theüfel	teufel	NN	T	false	upperInitial	übermenschlich Teufel	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	4	2	258	2.41161970596323	5
Nachtmal	25321	Nachtmal	24802	4863	22108	abstrakt	NN	nachtmahl	false	Nachtmal	nachtmahl	NN	N	false	upperInitial	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	0	0	5	0.698970004336019	0
Leib	25324	Leib	25209	4958	22125	konkret	NN	leib	false	Leib	leib	NN	L	false	upperInitial	konkret Körperteil	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	43	1.63346845557959	1
Bluet	25324	Bluet	25210	4972	22128	konkret	NN	blut	false	Bluet	blut	NN	B	false	upperInitial	konkret Körperteil	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	19	1.27875360095283	1
Stul	25324	Stul	24824	5011	22134	konkret	NN	stuhl	false	Stul	stuhl	NN	S	false	upperInitial	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	9	0.954242509439325	1
Stüegen	25324	Stüegen	24828	5032	22138	konkret	NN	stiege	false	Stüegen	stiege	NN	S	false	upperInitial	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	2	0.301029995663981	1
Nachmahl	25326	Nachmahl	24838	5092	22148	abstrakt	NN	nachtmahl	false	Nachmahl	nachtmahl	NN	N	false	upperInitial	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	0	0	5	0.698970004336019	0
mittag	25331	mittag	25169	5253	22181	abstrakt	NN	vormittag	false	vor mittag	mittag	NN	m	true	lowerCase	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	0	0	7	0.845098040014257	0
Katzen	25331	Katzen	25170	5307	22189	konkret	NN	*	false	Katzen gestallt	katze	NN	K	true	upperInitial	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	14	1.14612803567824	1
gestallt	25331	gestallt	25170	5307	22190	konkret	NN	*	false	Katzen gestallt	gestalt	NN	g	true	lowerCase	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	1	1	35	1.54406804435028	1
Beltz	25332	Beltz	24884	5356	22198	konkret	NN	pelz	false	Beltz	pelz	NN	B	false	upperInitial	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	2	0.301029995663981	1
gespihlen	25334	gespihlen	24900	5454	22214	menschlich	NN	gespiel	false	gespihlen	gespiel	NN	g	false	lowerCase	menschlich	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	3	2	2	0.301029995663981	3
weüb	25334	weüb	24907	5506	22221	menschlich	NN	weib	false	weüb	weib	NN	w	false	lowerCase	menschlich	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	3	2	130	2.11394335230684	3
Schwiger	25334	Schwiger	24910	5522	22224	menschlich	NN	schwieger	false	Schwiger	schwieger	NN	S	false	upperInitial	menschlich	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	3	2	6	0.778151250383644	3
weeg	25334	weeg	24930	5679	22245	konkret	NN	weg	false	weeg	weg	NN	w	false	lowerCase	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	1	1	25	1.39794000867204	1
mahl	25334	mahl	24938	5717	22253	abstrakt Maß	NN	mal	false	mahl	mal	NN	m	false	lowerCase	abstrakt Maß	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	0	0	119	2.07554696139253	0
wasen	25334	wasen	25193	5726	22256	konkret Ort	NN	NAME	false	Reithein wasen	wasen	NE	w	false	lowerCase	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	1	1	1	0	1
Tantzen	25334	Tantzen	25079	5832	22270	abstrakt	NN	hexentanz	false	Hexen Tantzen	tanz	NN	T	true	upperInitial	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	0	0	137	2.13672056715641	0
Roß	jerg	Roß	24963	5908	22282	tierisch	NN	rosz	false	Roß	rosz	NN	R	false	upperInitial	tierisch	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	2	2	15	1.17609125905568	2
Sommer	jerg	Sommer	24967	5945	22287	abstrakt	NN	sommer	false	Sommer	sommer	NN	S	false	upperInitial	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	0	0	11	1.04139268515823	0
Jahr	jerg	Jahr	24970	5961	22290	abstrakt Maß	NN	jahr	false	Jahr	jahr	NN	J	false	upperInitial	abstrakt Maß	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	0	0	305	2.48429983934679	0
floren	jens	floren	24018	6046	21202	konkret	NN	flor	false	floren	flor	NN	f	false	lowerCase	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	1	1	3	0.477121254719662	1
Rosß	jens	Rosß	22314	6131	19411	tierisch	NN	rosz	false	Rosß	rosz	NN	R	false	upperInitial	tierisch	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	2	2	15	1.17609125905568	2
Steckhlin	jens	Steckhlin	22317	6146	19414	konkret	NN	stöcklein	false	Steckhlin	stöcklein	NN	S	false	upperInitial	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	5	0.698970004336019	1
Theiffels	jens	Theiffels	22322	6190	19420	übermenschlich Teufel	NN	teufel	false	Theiffels	teufel	NN	T	false	upperInitial	übermenschlich Teufel	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	4	2	258	2.41161970596323	5
nammen	jens	nammen	22323	6200	19421	abstrakt	NN	name	false	nammen	name	NN	n	false	lowerCase	abstrakt	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	0	0	97	1.98677173426624	0
fuoß	jens	fuoß	22330	6262	19430	konkret Körperteil	NN	fusz	false	fuoß	fusz	NN	f	false	lowerCase	konkret Körperteil	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	1	1	33	1.51851393987789	1
wochen	25351	wochen	22346	6352	19447	abstrakt Maß	NN	woche	false	wochen	woche	NN	w	false	lowerCase	abstrakt Maß	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	0	0	0	33	1.51851393987789	0
Büchslin	vogt	Büchslin	22350	6376	19451	konkret	NN	büchslein	false	Büchslin	büchslein	NN	B	false	upperInitial	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	3	0.477121254719662	1
Trog	vogt	Trog	22357	6419	19458	konkret	NN	trog	false	Trog	trog	NN	T	false	upperInitial	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	4	0.602059991327962	1
Trog	vogt	Trog	22364	6458	19466	konkret	NN	trog	false	Trog	trog	NN	T	false	upperInitial	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	4	0.602059991327962	1
Bichslin	vogt	Bichslin	22367	6482	19469	konkret	NN	büchslein	false	Bichslin	büchslein	NN	B	false	upperInitial	konkret	NA	NA	NA	NA	Rosenfeld1603	1603	Rosenfeld	TRUE	1	1	1	3	0.477121254719662	1
